,client_id,birth_number,district_id,gender
931,984,1949-07-03,20,M
932,985,1947-01-13,20,F
933,986,1955-05-16,74,M
934,987,1952-05-20,60,M
935,988,1939-10-01,40,F
936,989,1933-08-15,40,M
937,990,1961-12-24,71,M
938,991,1941-06-27,32,M
939,992,1948-05-21,19,M
940,993,1969-10-31,44,F
941,994,1971-04-27,36,M
942,995,1973-10-30,36,F
943,996,1980-06-26,1,F
944,997,1950-11-11,59,M
945,998,1953-06-28,59,F
946,999,1966-09-01,74,F
947,1000,1961-10-27,74,M
948,1001,1947-04-14,44,M
949,1002,1944-03-08,42,F
950,1003,1937-10-31,31,F
951,1004,1957-09-25,3,M
952,1006,1942-06-28,46,F
953,1007,1938-01-05,46,M
954,1008,1956-07-06,6,M
955,1009,1962-04-27,33,F
956,1010,1955-08-16,33,M
957,1011,1939-07-13,16,M
958,1012,1966-02-13,70,F
959,1013,1973-03-12,70,M
960,1014,1931-02-08,1,M
961,1015,1934-03-13,62,M
962,1016,1940-07-21,62,F
963,1017,1943-02-12,6,F
964,1018,1945-02-28,53,M
965,1019,1946-12-22,14,F
966,1020,1977-05-10,72,F
967,1021,1977-08-05,2,M
968,1022,1940-07-23,31,M
969,1023,1938-12-28,1,M
970,1024,1956-03-29,25,M
971,1025,1964-07-08,15,M
972,1026,1979-08-12,57,M
973,1027,1940-11-04,1,F
974,1028,1934-10-02,1,M
975,1029,1954-03-16,1,F
976,1030,1947-10-11,1,M
977,1031,1968-12-11,2,F
978,1032,1938-10-30,1,F
979,1033,1937-10-14,1,M
980,1034,1974-11-11,52,F
981,1035,1971-03-28,13,F
982,1036,1976-12-06,13,M
983,1037,1965-11-01,1,F
984,1038,1961-09-23,69,F
985,1039,1980-10-11,70,F
986,1040,1960-06-17,1,M
987,1041,1961-07-05,72,M
988,1042,1966-09-25,17,F
989,1043,1963-11-16,17,M
990,1044,1971-09-13,9,F
991,1045,1947-12-24,60,F
992,1046,1975-08-24,1,M
993,1047,1963-07-11,16,F
994,1048,1974-10-03,70,F
995,1049,1942-11-11,1,M
996,1050,1971-07-01,27,F
997,1051,1971-08-26,73,F
998,1052,1964-03-11,56,M
999,1053,1958-06-03,56,F
1000,1054,1924-08-20,63,M
1001,1055,1919-05-17,4,M
1002,1056,1963-06-19,1,M
1003,1057,1939-02-21,52,M
1004,1058,1975-08-01,9,F
1005,1059,1960-06-03,26,M
1006,1060,1957-12-17,26,F
1007,1062,1975-01-08,16,M
1008,1063,1976-06-12,16,F
1009,1064,1951-02-03,1,F
1010,1065,1957-11-26,2,M
1011,1066,1940-10-18,1,M
1012,1067,1952-05-14,1,M
1013,1068,1926-10-20,13,F
1014,1069,1938-02-21,54,F
1015,1070,1938-12-02,54,M
1016,1071,1925-01-25,43,M
1017,1072,1966-12-08,60,F
1018,1073,1924-04-10,34,M
1019,1074,1928-08-25,34,F
1020,1075,1934-06-04,65,F
1021,1076,1979-05-11,53,F
1022,1077,1920-06-23,46,M
1023,1078,1978-12-15,24,F
1024,1079,1961-07-15,3,M
1025,1080,1950-10-06,54,F
1026,1081,1970-12-16,71,M
1027,1082,1967-02-23,9,M
1028,1083,1937-12-15,48,M
1029,1084,1944-04-09,48,F
1030,1085,1932-12-19,60,F
1031,1086,1973-05-04,74,M
1032,1087,1978-07-30,74,F
1033,1088,1969-08-23,47,F
1034,1089,1939-12-09,1,M
1035,1090,1939-06-20,35,F
1036,1091,1940-06-27,59,F
1037,1092,1962-07-20,41,F
1038,1093,1976-07-28,62,F
1039,1094,1960-10-04,30,F
1040,1095,1954-02-16,30,M
1041,1096,1926-03-03,1,F
1042,1097,1930-09-02,1,M
1043,1098,1948-09-10,60,F
1044,1099,1979-11-21,65,F
1045,1100,1951-07-04,59,M
1046,1101,1946-06-22,74,M
1047,1102,1935-01-29,72,M
1048,1103,1951-08-18,1,M
1049,1104,1955-02-09,1,F
1050,1105,1942-01-03,56,M
1051,1106,1940-02-25,56,F
1052,1107,1961-04-26,60,M
1053,1108,1955-12-22,62,F
1054,1109,1931-09-01,58,F
1055,1110,1928-03-24,10,F
1056,1111,1979-06-04,61,M
1057,1112,1930-07-25,13,F
1058,1113,1976-08-20,11,M
1059,1114,1980-06-18,59,M
1060,1115,1920-08-24,36,F
1061,1116,1973-04-19,69,F
1062,1117,1976-11-01,20,F
1063,1118,1969-11-03,20,M
1064,1119,1980-01-05,54,F
1065,1120,1973-10-21,41,F
1066,1121,1939-03-02,59,M
1067,1122,1921-02-18,20,M
1068,1123,1922-08-26,20,F
1069,1124,1928-04-12,21,M
1070,1125,1934-03-30,9,F
1071,1126,1935-10-23,9,M
1072,1127,1974-11-12,23,M
1073,1128,1930-07-16,7,M
1074,1129,1931-09-24,43,M
1075,1130,1940-11-26,70,F
1076,1131,1947-10-28,55,F
1077,1132,1948-03-21,55,M
1078,1133,1958-09-15,37,F
1079,1134,1959-10-01,37,M
1080,1135,1952-07-21,8,M
1081,1136,1976-09-18,9,F
1082,1137,1977-03-05,1,F
1083,1138,1970-09-30,70,F
1084,1139,1973-09-22,70,M
1085,1140,1946-02-24,18,M
1086,1141,1941-04-22,21,F
1087,1142,1946-11-19,59,F
1088,1143,1946-05-15,59,M
1089,1145,1968-09-14,58,F
1090,1146,1965-11-14,54,M
1091,1147,1930-05-12,3,M
1092,1148,1941-05-15,41,M
1093,1149,1976-09-25,14,F
1094,1150,1945-06-24,74,F
1095,1151,1973-03-06,59,M
1096,1152,1981-03-12,74,M
1097,1153,1980-11-15,70,F
1098,1154,1924-01-31,72,M
1099,1155,1922-07-10,72,F
1100,1156,1933-11-11,1,F
1101,1157,1958-12-30,4,F
1102,1158,1954-08-21,1,F
1103,1159,1944-02-03,64,M
1104,1160,1938-07-28,64,F
1105,1161,1973-05-25,7,M
1106,1162,1975-02-19,26,F
1107,1163,1964-08-28,20,M
1108,1164,1959-09-14,15,F
1109,1165,1942-10-02,15,F
1110,1166,1959-06-27,74,M
1111,1167,1954-03-17,74,F
1112,1168,1978-05-31,19,M
1113,1169,1941-01-24,18,F
1114,1170,1977-04-28,12,M
1115,1171,1974-03-28,46,F
1116,1172,1923-06-13,54,F
1117,1173,1922-06-02,54,M
1118,1174,1970-03-13,29,F
1119,1175,1925-10-25,1,M
1120,1176,1918-08-31,1,F
1121,1177,1939-06-21,77,F
1122,1178,1971-10-04,1,F
1123,1179,1930-10-05,1,F
1124,1180,1944-10-06,21,M
1125,1181,1939-11-12,1,M
1126,1182,1946-10-16,66,F
1127,1183,1942-11-29,54,M
1128,1186,1947-08-05,2,F
1129,1187,1961-09-06,32,F
1130,1188,1968-09-19,32,M
1131,1189,1932-02-15,74,F
1132,1190,1976-04-12,15,F
1133,1191,1977-06-02,15,M
1134,1192,1925-01-01,10,F
1135,1193,1926-01-29,19,M
1136,1194,1939-06-14,17,F
1137,1195,1939-01-22,39,F
1138,1196,1943-04-16,22,M
1139,1197,1966-10-02,6,F
1140,1198,1975-02-17,72,F
1141,1199,1976-10-24,64,F
1142,1200,1931-11-17,47,F
1143,1201,1945-09-10,54,M
1144,1202,1980-10-11,47,F
1145,1204,1974-11-09,77,F
1146,1206,1957-06-21,50,M
1147,1207,1939-09-17,28,F
1148,1208,1975-09-01,70,F
1149,1209,1957-04-09,36,F
1150,1210,1961-10-12,6,M
1151,1211,1978-07-14,1,M
1152,1212,1927-09-19,13,F
1153,1213,1966-04-28,1,M
1154,1214,1940-11-15,61,M
1155,1215,1944-05-06,45,M
1156,1216,1945-06-12,65,F
1157,1217,1937-04-17,59,M
1158,1218,1980-05-27,74,M
1159,1219,1944-07-31,1,M
1160,1220,1953-12-16,40,F
1161,1221,1973-05-18,14,F
1162,1222,1939-11-30,7,F
1163,1223,1955-08-13,14,F
1164,1224,1938-05-12,56,M
1165,1225,1946-08-21,42,M
1166,1226,1951-04-14,33,F
1167,1227,1955-10-02,33,M
1168,1228,1949-08-28,21,F
1169,1229,1971-02-02,19,M
1170,1231,1965-09-27,20,F
1171,1232,1959-04-13,20,M
1172,1233,1942-10-22,68,M
1173,1234,1975-01-15,23,M
1174,1235,1979-07-12,23,F
1175,1236,1967-04-28,26,F
1176,1237,1923-11-07,57,M
1177,1238,1935-09-01,74,M
1178,1239,1976-09-09,11,F
1179,1240,1976-08-24,32,F
1180,1241,1942-12-17,73,F
1181,1242,1944-08-21,73,F
1182,1243,1974-10-05,11,F
1183,1244,1964-05-02,1,M
1184,1245,1979-08-13,64,M
1185,1246,1962-11-19,70,M
1186,1247,1969-10-09,70,F
1187,1248,1971-06-24,19,M
1188,1250,1952-08-01,43,F
1189,1251,1959-05-30,1,M
1190,1252,1953-08-19,1,F
1191,1253,1967-08-28,14,F
1192,1254,1939-08-31,3,F
1193,1255,1966-08-07,1,F
1194,1256,1955-11-13,46,F
1195,1257,1928-09-01,35,F
1196,1258,1924-09-20,35,M
1197,1259,1966-09-29,18,M
1198,1260,1945-01-03,57,F
1199,1261,1951-09-28,57,M
1200,1262,1952-04-03,35,M
1201,1263,1959-02-25,35,F
1202,1264,1976-10-03,61,F
1203,1265,1958-12-21,57,F
1204,1266,1952-11-24,71,F
1205,1267,1954-02-11,29,F
1206,1268,1949-03-30,29,M
1207,1269,1948-12-31,1,F
1208,1270,1930-05-16,13,M
1209,1271,1935-11-29,47,M
1210,1272,1944-04-15,8,M
1211,1273,1978-06-15,6,M
1212,1274,1976-01-25,44,M
1213,1275,1951-10-10,1,F
1214,1276,1942-04-26,68,F
1215,1277,1931-04-07,70,M
1216,1278,1978-09-12,72,M
1217,1279,1956-07-11,16,M
1218,1280,1952-05-08,34,M
1219,1281,1949-12-28,34,F
1220,1282,1936-11-27,52,M
1221,1283,1939-02-09,66,F
1222,1284,1943-08-04,66,M
1223,1285,1939-11-26,62,M
1224,1286,1950-03-13,52,F
1225,1287,1944-08-09,65,F
1226,1288,1972-05-20,73,M
1227,1289,1946-09-18,59,M
1228,1290,1976-01-29,35,M
1229,1291,1964-04-18,1,F
1230,1292,1977-04-28,14,M
1231,1293,1927-01-29,1,M
1232,1294,1930-05-29,1,F
1233,1295,1944-02-09,74,F
1234,1296,1959-08-01,55,F
1235,1297,1918-01-28,64,F
1236,1298,1921-03-15,64,M
1237,1299,1920-10-16,2,F
1238,1300,1979-10-27,45,M
1239,1303,1940-08-16,42,F
1240,1304,1936-07-28,37,M
1241,1305,1945-04-28,55,F
1242,1306,1922-10-08,32,F
1243,1307,1953-04-08,74,M
1244,1308,1954-02-18,69,M
1245,1309,1975-06-17,1,M
1246,1310,1977-09-24,41,F
1247,1311,1956-12-18,54,F
1248,1312,1935-04-03,35,F
1249,1313,1970-11-20,54,M
1250,1314,1975-06-09,54,F
1251,1315,1923-02-26,34,M
1252,1316,1946-11-13,67,F
1253,1317,1945-05-18,67,M
1254,1318,1931-03-10,47,M
1255,1321,1977-11-09,35,F
1256,1322,1945-09-22,4,F
1257,1323,1944-01-06,70,M
1258,1324,1956-08-07,66,F
1259,1325,1945-09-19,39,M
1260,1326,1956-05-12,55,F
1261,1327,1963-12-31,20,F
1262,1328,1937-06-05,42,F
1263,1329,1918-02-16,26,M
1264,1330,1968-09-17,66,M
1265,1331,1963-11-24,54,M
1266,1332,1957-11-27,5,F
1267,1333,1949-04-20,48,M
1268,1334,1978-02-06,8,M
1269,1335,1961-01-25,1,F
1270,1336,1962-11-04,1,M
1271,1337,1979-03-29,56,F
1272,1338,1983-07-26,56,M
1273,1339,1959-05-04,22,M
1274,1340,1939-03-20,68,F
1275,1341,1962-06-17,69,F
1276,1343,1939-08-16,1,F
1277,1344,1935-02-18,1,M
1278,1345,1968-05-22,32,M
1279,1346,1954-08-29,13,M
1280,1347,1970-03-06,13,M
1281,1348,1975-06-07,13,F
1282,1349,1968-01-07,26,F
1283,1350,1959-04-28,1,M
1284,1351,1951-09-24,1,F
1285,1352,1971-04-01,54,F
1286,1353,1959-02-13,27,M
1287,1354,1921-01-14,64,M
1288,1355,1976-02-01,35,F
1289,1356,1932-09-18,1,M
1290,1359,1951-09-04,1,F
1291,1360,1946-08-19,1,M
1292,1361,1922-09-29,1,F
1293,1362,1929-01-03,1,M
1294,1363,1979-12-27,6,F
1295,1364,1933-12-28,1,M
1296,1365,1938-02-23,1,F
1297,1366,1980-03-02,12,F
1298,1367,1965-10-27,60,F
1299,1368,1957-12-30,60,M
1300,1369,1978-10-23,41,M
1301,1370,1965-01-11,34,F
1302,1371,1948-10-22,49,F
1303,1372,1976-12-07,28,F
1304,1373,1975-02-08,74,F
1305,1375,1977-01-27,69,M
1306,1376,1958-09-03,18,M
1307,1377,1951-07-23,18,F
1308,1378,1941-11-25,74,F
1309,1379,1937-02-18,74,M
1310,1380,1953-07-29,44,F
1311,1382,1979-11-23,18,F
1312,1383,1982-10-05,29,M
1313,1384,1953-04-24,40,F
1314,1385,1953-08-30,22,M
1315,1386,1956-08-09,22,F
1316,1387,1977-02-22,1,F
1317,1388,1962-09-06,5,F
1318,1389,1927-03-04,43,F
1319,1390,1979-05-27,59,F
1320,1391,1965-11-22,41,M
1321,1392,1932-02-06,50,M
1322,1393,1934-05-01,50,F
1323,1394,1942-08-22,49,F
1324,1395,1941-10-18,49,M
1325,1396,1946-03-14,39,F
1326,1397,1921-12-25,66,F
1327,1401,1981-07-24,35,M
1328,1402,1936-11-25,44,M
1329,1403,1944-01-02,44,F
1330,1404,1968-12-20,11,F
1331,1406,1948-11-12,29,F
1332,1407,1941-08-04,29,M
1333,1408,1969-08-07,49,M
1334,1409,1951-04-30,25,M
1335,1410,1944-02-03,18,M
1336,1411,1939-08-06,18,F
1337,1412,1979-11-05,6,M
1338,1413,1969-07-16,11,F
1339,1414,1974-11-13,70,F
1340,1416,1927-12-02,19,M
1341,1417,1966-11-12,27,F
1342,1418,1974-06-16,41,F
1343,1419,1918-01-25,74,F
1344,1420,1916-01-20,74,M
1345,1421,1956-02-10,20,F
1346,1422,1976-02-23,69,F
1347,1423,1982-04-11,69,M
1348,1424,1952-01-05,8,M
1349,1425,1968-08-27,12,M
1350,1426,1964-04-30,12,F
1351,1427,1965-12-16,14,F
1352,1428,1920-04-23,12,M
1353,1429,1927-09-04,12,F
1354,1430,1982-05-29,64,F
1355,1431,1930-11-08,55,F
1356,1432,1961-08-17,16,F
1357,1433,1959-07-10,72,F
1358,1434,1967-03-25,72,M
1359,1435,1953-06-25,52,M
1360,1438,1963-10-25,29,F
1361,1439,1974-09-10,29,M
1362,1440,1978-01-17,1,M
1363,1441,1931-12-05,42,F
1364,1442,1933-04-18,42,M
1365,1443,1935-01-25,29,M
1366,1444,1942-07-14,29,F
1367,1445,1941-07-24,68,M
1368,1446,1954-07-29,70,M
1369,1447,1952-06-21,70,F
1370,1448,1957-10-09,50,F
1371,1449,1949-06-29,41,M
1372,1450,1969-03-17,61,F
1373,1452,1940-05-28,72,F
1374,1453,1966-03-29,29,F
1375,1454,1925-10-03,73,M
1376,1455,1927-09-02,73,F
1377,1456,1928-04-24,70,M
1378,1457,1934-10-12,70,F
1379,1458,1938-04-08,67,M
1380,1459,1976-09-08,4,M
1381,1460,1933-03-13,23,F
1382,1461,1969-12-21,28,M
1383,1462,1941-03-02,49,M
1384,1463,1936-01-26,70,F
1385,1464,1928-04-01,36,F
1386,1465,1931-01-06,36,M
1387,1466,1953-08-22,39,M
1388,1467,1924-09-30,65,M
1389,1468,1940-04-16,77,F
1390,1469,1966-09-14,54,F
1391,1470,1942-05-04,1,M
1392,1471,1938-09-15,1,F
1393,1472,1967-09-10,1,F
1394,1473,1931-12-06,1,F
1395,1474,1971-12-15,45,F
1396,1475,1932-03-31,19,M
1397,1476,1970-11-30,70,M
1398,1478,1969-08-21,4,M
1399,1479,1956-06-22,1,M
1400,1480,1943-05-28,69,M
1401,1481,1933-11-23,62,F
1402,1482,1950-03-28,46,F
1403,1483,1951-05-10,1,F
1404,1484,1952-06-18,1,M
1405,1485,1978-05-14,7,M
1406,1486,1974-09-13,7,F
1407,1487,1976-08-27,48,F
1408,1488,1961-01-09,31,M
1409,1489,1928-01-24,6,M
1410,1490,1928-04-20,42,M
1411,1491,1982-04-21,19,M
1412,1492,1968-05-09,9,F
1413,1493,1922-12-29,1,M
1414,1494,1915-03-22,1,F
1415,1495,1931-02-10,1,F
1416,1496,1942-06-08,1,F
1417,1497,1948-08-03,53,F
1418,1498,1941-02-09,53,M
1419,1499,1951-11-29,74,F
1420,1500,1981-12-12,1,M
1421,1501,1946-01-22,68,M
1422,1502,1973-01-24,68,M
1423,1503,1922-09-01,58,M
1424,1504,1918-01-16,58,F
1425,1505,1971-06-25,65,F
1426,1506,1931-06-25,22,M
1427,1507,1929-11-22,22,F
1428,1508,1954-06-30,67,F
1429,1509,1942-04-19,62,F
1430,1510,1948-01-30,34,F
1431,1511,1962-03-06,13,F
1432,1512,1942-08-11,5,F
1433,1513,1959-08-21,74,M
1434,1514,1957-08-02,68,M
1435,1516,1946-10-17,38,F
1436,1517,1956-10-02,66,M
1437,1518,1960-07-28,3,F
1438,1519,1959-07-06,3,M
1439,1520,1956-11-05,72,M
1440,1521,1979-10-10,5,M
1441,1522,1968-05-14,52,F
1442,1523,1931-08-30,29,F
1443,1524,1962-01-13,30,F
1444,1525,1943-03-09,1,M
1445,1526,1935-03-15,1,F
1446,1527,1934-12-18,49,M
1447,1528,1964-03-20,57,M
1448,1529,1972-06-20,43,F
1449,1530,1945-08-06,74,F
1450,1531,1960-06-28,52,F
1451,1532,1962-10-30,52,M
1452,1533,1960-12-22,55,M
1453,1534,1952-12-22,17,F
1454,1535,1936-10-28,40,M
1455,1536,1967-10-13,37,F
1456,1537,1979-12-07,54,M
1457,1539,1923-11-19,32,M
1458,1540,1937-11-07,36,M
1459,1541,1933-03-06,36,F
1460,1542,1919-12-08,31,M
1461,1543,1927-06-02,31,F
1462,1546,1930-04-13,28,M
1463,1547,1927-12-20,28,F
1464,1548,1923-03-04,70,M
1465,1549,1928-11-14,70,F
1466,1550,1946-11-21,8,F
1467,1554,1944-12-15,55,M
1468,1555,1950-09-14,30,M
1469,1556,1950-04-02,66,M
1470,1557,1959-12-14,35,F
1471,1558,1927-01-25,11,F
1472,1559,1940-10-20,72,M
1473,1561,1923-09-16,1,F
1474,1562,1919-08-14,1,M
1475,1563,1978-08-06,3,M
1476,1564,1947-06-25,40,F
1477,1565,1960-05-19,71,M
1478,1566,1966-10-20,15,F
1479,1567,1930-04-19,50,M
1480,1568,1927-06-29,50,F
1481,1569,1956-07-17,54,F
1482,1570,1958-06-17,54,M
1483,1571,1967-10-15,7,F
1484,1572,1963-12-12,1,F
1485,1574,1979-02-18,18,M
1486,1575,1923-10-06,55,F
1487,1576,1919-05-02,55,M
1488,1577,1944-04-19,23,M
1489,1578,1971-08-15,40,F
1490,1579,1963-10-13,27,M
1491,1580,1968-06-18,1,F
1492,1581,1963-04-15,56,F
1493,1582,1934-02-14,54,M
1494,1583,1972-01-08,1,F
1495,1584,1962-01-29,1,F
1496,1585,1935-07-20,60,M
1497,1586,1934-01-12,60,F
1498,1587,1928-05-05,23,M
1499,1588,1950-10-29,45,M
1500,1589,1951-11-27,48,F
1501,1590,1940-08-10,13,F
1502,1591,1953-07-07,42,F
1503,1592,1928-04-11,56,M
1504,1593,1925-05-31,56,F
1505,1594,1939-09-29,56,M
1506,1595,1954-12-16,56,F
1507,1596,1978-10-22,58,F
1508,1597,1956-05-10,60,M
1509,1598,1925-04-25,67,M
1510,1599,1964-10-08,43,M
1511,1600,1965-06-15,43,F
1512,1601,1969-03-29,42,F
1513,1602,1968-12-30,42,M
1514,1603,1968-08-27,26,M
1515,1604,1969-07-21,26,F
1516,1605,1980-09-21,52,F
1517,1606,1982-09-02,65,M
1518,1607,1941-05-26,8,F
1519,1608,1941-11-11,53,M
1520,1609,1944-05-30,53,F
1521,1610,1942-04-23,68,F
1522,1611,1963-12-02,59,F
1523,1612,1959-06-30,59,M
1524,1613,1961-01-15,50,M
1525,1614,1938-05-18,21,M
1526,1615,1952-04-28,74,F
1527,1616,1938-05-23,54,M
1528,1617,1950-04-30,5,F
1529,1618,1979-12-07,17,F
1530,1619,1942-01-27,74,F
1531,1620,1936-05-15,74,M
1532,1621,1952-04-05,76,F
1533,1622,1950-10-12,52,M
1534,1623,1963-07-09,36,M
1535,1624,1965-09-10,9,M
1536,1625,1973-07-12,9,F
1537,1628,1957-03-25,12,F
1538,1629,1966-09-01,28,M
1539,1630,1964-02-19,28,F
1540,1631,1976-04-30,74,M
1541,1632,1943-02-20,8,F
1542,1633,1972-08-28,55,F
1543,1634,1969-11-10,55,M
1544,1635,1930-09-02,75,F
1545,1636,1932-09-12,75,M
1546,1637,1943-10-20,21,M
1547,1638,1954-01-30,40,F
1548,1639,1959-05-01,1,F
1549,1640,1953-06-13,51,F
1550,1641,1923-01-28,31,F
1551,1642,1959-10-10,1,F
1552,1643,1976-04-17,39,F
1553,1644,1976-06-06,56,M
1554,1645,1961-03-10,39,F
1555,1646,1966-03-17,8,M
1556,1647,1978-03-26,71,F
1557,1648,1952-03-12,46,M
1558,1649,1950-03-16,46,F
1559,1650,1953-03-29,1,M
1560,1651,1966-07-10,11,F
1561,1653,1944-06-19,42,M
1562,1654,1963-12-08,60,M
1563,1655,1972-02-04,74,M
1564,1656,1968-06-18,22,F
1565,1657,1935-10-02,32,M
1566,1658,1929-08-21,52,F
1567,1659,1937-12-15,1,F
1568,1660,1982-12-11,1,F
1569,1661,1953-04-16,47,F
1570,1662,1967-09-07,53,M
1571,1663,1957-04-29,19,M
1572,1664,1918-11-10,64,F
1573,1665,1912-03-02,64,M
1574,1666,1941-08-31,1,M
1575,1667,1940-08-13,1,F
1576,1668,1949-08-17,20,F
1577,1669,1952-10-25,47,M
1578,1670,1961-05-07,53,M
1579,1671,1931-09-15,57,F
1580,1672,1928-01-07,57,M
1581,1673,1972-07-09,48,M
1582,1674,1920-10-27,11,F
1583,1675,1940-02-15,74,M
1584,1676,1953-02-03,53,M
1585,1677,1946-09-07,53,F
1586,1679,1942-04-17,67,F
1587,1680,1975-03-28,29,F
1588,1681,1940-11-25,34,M
1589,1682,1956-09-07,69,M
1590,1683,1951-12-24,15,F
1591,1684,1946-10-25,15,M
1592,1685,1944-04-21,61,F
1593,1686,1947-11-08,1,F
1594,1687,1947-02-27,1,M
1595,1688,1923-08-10,32,M
1596,1689,1936-12-04,1,M
1597,1690,1947-08-17,46,F
1598,1691,1978-02-08,21,F
1599,1692,1972-02-07,62,M
1600,1693,1980-07-06,45,F
1601,1694,1979-12-27,45,M
1602,1696,1923-03-21,1,F
1603,1697,1964-01-10,55,F
1604,1698,1967-11-21,55,M
1605,1699,1955-03-11,17,M
1606,1700,1949-03-09,7,M
1607,1701,1945-06-11,7,F
1608,1702,1973-04-07,53,F
1609,1703,1918-01-11,50,M
1610,1704,1914-10-03,50,F
1611,1705,1946-07-01,19,F
1612,1706,1944-07-19,19,M
1613,1707,1951-02-18,10,M
1614,1709,1952-12-13,74,F
1615,1710,1944-02-11,54,M
1616,1711,1962-06-14,64,F
1617,1712,1964-01-01,64,M
1618,1713,1935-04-21,65,M
1619,1714,1945-05-22,58,M
1620,1717,1979-03-07,73,F
1621,1718,1938-07-27,75,M
1622,1719,1970-08-09,35,M
1623,1720,1934-02-24,33,F
1624,1721,1934-07-02,33,M
1625,1722,1933-10-01,68,M
1626,1723,1981-02-28,71,F
1627,1724,1934-10-21,68,F
1628,1725,1959-01-18,76,F
1629,1726,1952-06-03,76,M
1630,1727,1951-01-21,32,M
1631,1728,1946-08-18,32,F
1632,1729,1947-05-16,76,M
1633,1730,1932-12-15,40,M
1634,1731,1968-11-30,17,F
1635,1733,1974-07-20,57,F
1636,1734,1975-11-10,26,M
1637,1735,1976-05-31,26,F
1638,1736,1979-04-17,41,F
1639,1737,1955-07-30,27,M
1640,1738,1963-01-25,27,F
1641,1741,1932-07-02,70,M
1642,1742,1954-06-06,1,M
1643,1743,1959-07-27,3,M
1644,1744,1969-12-28,50,F
1645,1745,1959-10-18,23,F
1646,1746,1959-09-10,11,F
1647,1747,1956-02-20,11,M
1648,1748,1976-12-31,64,M
1649,1749,1928-11-17,50,F
1650,1750,1964-12-31,23,M
1651,1751,1959-01-24,54,M
1652,1752,1978-11-23,70,M
1653,1753,1979-02-26,60,F
1654,1754,1979-05-29,57,M
1655,1755,1965-08-18,65,F
1656,1756,1936-07-08,1,M
1657,1757,1937-09-30,1,F
1658,1758,1947-11-13,35,M
1659,1759,1923-01-16,63,F
1660,1760,1923-03-07,77,M
1661,1761,1948-04-23,45,M
1662,1762,1956-12-30,61,M
1663,1763,1967-12-07,46,M
1664,1764,1971-07-09,66,M
1665,1765,1975-08-03,9,M
1666,1768,1951-04-27,29,M
1667,1769,1949-08-05,12,M
1668,1770,1951-10-15,12,F
1669,1771,1927-10-20,54,F
1670,1772,1979-09-21,73,F
1671,1774,1971-10-05,32,F
1672,1775,1943-12-08,73,M
1673,1776,1954-10-24,30,F
1674,1777,1963-01-08,69,F
1675,1778,1968-09-02,69,M
1676,1779,1935-11-26,37,M
1677,1780,1954-12-09,54,F
1678,1781,1924-08-16,67,M
1679,1782,1948-12-24,19,M
1680,1783,1946-10-05,1,F
1681,1784,1980-11-02,2,F
1682,1785,1975-11-25,39,M
1683,1786,1934-06-25,63,F
1684,1787,1931-11-28,63,M
1685,1788,1950-03-23,1,M
1686,1789,1933-08-07,61,F
1687,1790,1953-05-28,1,M
1688,1791,1966-05-12,5,F
1689,1792,1975-09-01,54,M
1690,1793,1945-03-17,41,F
1691,1794,1940-03-30,54,F
1692,1795,1960-02-28,38,F
1693,1796,1938-11-23,10,M
1694,1797,1941-11-04,10,F
1695,1798,1933-07-08,70,M
1696,1799,1959-06-26,36,M
1697,1800,1943-09-28,63,F
1698,1801,1970-01-01,66,M
1699,1802,1964-10-16,66,F
1700,1803,1946-05-12,25,F
1701,1806,1952-01-03,5,M
1702,1807,1935-06-30,47,M
1703,1808,1933-06-26,47,F
1704,1809,1931-05-12,24,M
1705,1810,1919-06-30,41,M
1706,1811,1939-03-29,1,M
1707,1812,1947-05-17,36,F
1708,1813,1949-09-28,36,M
1709,1814,1940-03-12,57,M
1710,1815,1977-02-24,16,F
1711,1816,1951-07-24,62,M
1712,1817,1953-12-06,47,F
1713,1818,1956-10-02,47,M
1714,1819,1979-04-20,43,F
1715,1820,1928-11-20,50,F
1716,1821,1941-04-24,1,M
1717,1822,1922-09-13,71,F
1718,1823,1978-08-07,1,F
1719,1824,1960-08-03,69,M
1720,1825,1974-04-24,51,F
1721,1826,1937-09-12,13,M
1722,1827,1941-08-16,13,F
1723,1828,1962-11-14,69,M
1724,1829,1942-08-16,51,F
1725,1830,1952-02-03,33,M
1726,1831,1976-10-09,51,M
1727,1832,1966-07-31,1,F
1728,1833,1966-11-15,30,M
1729,1834,1927-02-19,7,M
1730,1835,1928-03-11,7,F
1731,1836,1944-03-07,36,F
1732,1837,1957-01-13,67,M
1733,1838,1959-11-27,67,F
1734,1839,1936-12-18,5,F
1735,1840,1935-10-28,5,M
1736,1841,1953-03-23,67,F
1737,1842,1943-09-13,9,M
1738,1843,1939-01-25,48,F
1739,1844,1922-02-03,74,F
1740,1845,1918-11-14,74,M
1741,1846,1980-12-12,48,M
1742,1847,1979-01-30,52,F
1743,1848,1924-07-02,6,F
1744,1849,1922-09-24,57,F
1745,1850,1942-07-05,52,F
1746,1851,1975-09-12,31,F
1747,1852,1962-09-05,50,M
1748,1853,1965-08-18,1,M
1749,1854,1932-05-27,70,F
1750,1856,1968-08-22,54,F
1751,1857,1964-03-16,54,M
1752,1860,1964-10-31,1,F
1753,1861,1957-07-15,29,M
1754,1862,1977-10-09,50,F
1755,1863,1952-02-16,54,M
1756,1864,1948-03-14,22,M
1757,1865,1949-06-09,22,F
